text,category,target
0.6032781991142291,0.30898082728617154,1
0.9349163601173573,0.7534992190653583,1
0.9780662610466698,0.8339682903987197,1
0.8525100937000514,0.7534992190653583,1
0.9512084615385273,0.5998973122019713,1
0.8801180635385296,0.7534992190653583,1
0.3498512209644774,0.1810932015367528,1
0.9653842803908524,0.8339682903987197,1
0.9119664618877487,0.5998973122019713,1
0.3387373484382708,0.6308234113347224,1
0.7598245500194535,0.9205429176698362,1
0.9351786405880711,0.8339682903987197,1
0.7811781140647335,0.7755328534436005,1
0.854098236779478,0.9257896528760999,1
0.9542810863500588,0.5998973122019713,1
0.8868431416421987,0.810454223421007,1
0.9613202806202076,0.18944630773621893,1
0.8311864233107928,0.7534992190653583,1
0.9854641211455604,0.8339682903987197,1
0.40612166458097937,0.145327089069492,1
0.9743607592733382,0.8339682903987197,1
0.5658259544152715,0.145327089069492,1
0.40040634227487004,0.6552658497216713,1
0.6895019549229452,0.484762041773938,1
0.8764503515820259,0.33354513061225816,1
0.964936658420976,0.974881858062746,1
0.9261020346038628,0.5998973122019713,1
0.9001442471649904,0.22817954125502837,1
0.22399599130677,0.1810932015367528,1
0.14230307908602613,0.6308234113347224,1
0.6173065162991042,0.5998973122019713,1
0.825244029085266,0.8339682903987197,1
0.9756103217795583,0.953487145627809,1
0.8040999602816868,0.5998973122019713,1
0.9660819298031204,0.953487145627809,1
0.9590723992812453,0.7534992190653583,1
0.8833267813684706,0.7534992190653583,1
0.9166007109115722,0.22817954125502837,1
0.9820646844080648,0.8339682903987197,1
0.7462912303524839,0.7231993622517572,1
0.41411529868015967,0.484762041773938,1
0.8636474383202238,0.7231993622517572,1
0.9714179858676066,0.7534992190653583,1
0.9597005246538455,0.7534992190653583,1
0.6177270118142515,0.484762041773938,1
0.9637650628297884,0.918692514827309,1
0.7783709862514738,0.484762041773938,1
0.9431274487304667,0.7534992190653583,1
0.9448746846064138,0.7534992190653583,1
0.9540355566184915,0.6552658497216713,1
0.5973377068869244,0.7534992190653583,1
0.93965203415931,0.30898082728617154,1
0.8258320427758822,0.22817954125502837,1
0.62883786039508,0.6552658497216713,1
0.8243893613262184,0.6170680881246939,1
0.98481936035125,0.974881858062746,1
0.6103984042506441,0.484762041773938,1
0.3075510569520745,0.5998973122019713,1
0.7360085894800402,0.18944630773621893,1
0.8933308939309195,0.6552658497216713,1
0.7032911887602119,0.5998973122019713,1
0.8047453545175985,0.5998973122019713,1
0.407974755299057,0.30898082728617154,1
0.2463216944534517,0.8339682903987197,1
0.9659969256414808,0.37115140734836555,1
0.41600457903148347,0.33354513061225816,1
0.9531320682656458,0.7893107470821689,1
0.920822687449018,0.9257896528760999,1
0.16411678168136207,0.7945405101702875,1
0.9738304830598412,0.7534992190653583,1
0.9709384236688835,0.8339682903987197,1
0.5696859532915793,0.6170680881246939,1
0.8562994077795065,0.7945405101702875,1
0.8533968721466602,0.5998973122019713,1
0.9512580342749622,0.7534992190653583,1
0.6030780574547316,0.33354513061225816,1
0.935378632838101,0.6552658497216713,1
0.6889086756211643,0.7534992190653583,1
0.8157851062534137,0.7534992190653583,1
