text,category,bert,target
0.9510184794041139,0.8856435594936092,0.9991326024122362,1
0.8526282604235574,0.6022640917885768,0.9654501180831098,1
0.8601674286817446,0.7022179730203211,0.986509508572274,1
0.6101542837624456,0.4608604417183074,0.9946504256427553,1
0.7253219196111415,0.7022179730203211,0.9640286183988623,1
0.9890938232305301,0.9634787299903776,0.9990002868371508,1
0.6049883209121077,0.24091652500610214,0.9727728481083203,1
0.9508338500337596,0.7022179730203211,0.9982735240677456,1
0.9791778671475795,0.8856435594936092,0.9924708672470428,1
0.8259933187489048,0.730209965145054,0.9831912840814486,1
0.923391452409927,0.730209965145054,0.9941795849755605,1
0.7274248793743074,0.3070204732040077,0.972999047326177,1
0.29237234781006016,0.3370920715563281,0.9506375966391125,1
0.5691675306416615,0.2161627732797437,0.9635302591486622,1
0.9521010181512893,0.730209965145054,0.9990880510762061,1
0.8873002827265698,0.7195383573799755,0.999534155857163,1
0.9854723525511081,0.7022179730203211,0.9982155474164308,1
0.4586240435241003,0.3070204732040077,0.9538694657953638,1
0.8904207499285687,0.16332347421481946,0.9943552096695761,1
0.6632901444451947,0.8274233659819571,0.968953042053157,1
0.9108107474392444,0.7995560900772488,0.9990282941800674,1
0.4855579439491031,0.24091652500610214,0.9657158149614732,1
0.9657213088224197,0.4268572399440481,0.991050065027575,1
0.8180105708781801,0.730209965145054,0.9654128238993971,1
0.7248309947482321,0.3370920715563281,0.9502562959893205,1
0.5523941909061101,0.8902322132529737,0.8862288558872855,1
0.6707154788719013,0.47390048994769457,0.9811152262412379,1
0.8161547630278859,0.9397431028209636,0.9896700260574869,1
0.8010209256130725,0.4608604417183074,0.9816900949881895,1
0.8218536739091046,0.8207339881837658,0.9900352707733634,1
0.28795098524191026,0.8709279311793077,0.9691380438702474,1
0.38780936590830756,0.25694313197445323,0.9498378184536637,1
0.8149221700971035,0.8207339881837658,0.9819377698483925,1
0.8852581381471113,0.8856435594936092,0.9948371032285315,1
0.9902632102142892,0.7022179730203211,0.9996133487572237,1
0.8491237266548903,0.4268572399440481,0.9788632452042052,1
0.6716343697593843,0.21662101170207593,0.9557547516342136,1
0.8465713180476722,0.8709279311793077,0.9988944184221239,1
0.9386402205944353,0.8902322132529737,0.9996645094906905,1
0.46194520339834466,0.25694313197445323,0.9623870822834746,1
0.7333778977788276,0.20494281268158232,0.9736120822362914,1
0.9606473307927444,0.8902322132529737,0.9988612027145535,1
0.6555235182727385,0.19372649264837344,0.9809725890949081,1
0.8142928264976337,0.4608604417183074,0.9795381733126555,1
0.6125179784076467,0.8056695189152697,0.99632872138413,1
0.5616437148816669,0.16332347421481946,0.9505247268968234,1
0.6664161052313904,0.744365229385753,0.9665743192876309,1
0.9054805477358714,0.7022179730203211,0.9799408407615036,1
0.5073913172973878,0.39352568130752275,0.993543287813763,1
0.44930923464765304,0.25694313197445323,0.9546545144250761,1
0.801916068579111,0.7022179730203211,0.990786427293229,1
0.8343604756891454,0.7022179730203211,0.9917571277181972,1
0.653679996561083,0.3070204732040077,0.9820981360943195,1
0.08872169446295361,0.1453545463009595,0.929809623614238,1
0.738717225578845,0.8856435594936092,0.9957521430008079,1
0.8471797597770606,0.24091652500610214,0.9997489786389764,1
0.6539166069035544,0.1453545463009595,0.9915827880001399,1
0.3033798327209409,0.1453545463009595,0.9325534959802533,1
0.8306882536268445,0.4608604417183074,0.9962651179896233,1
0.9719801836246532,0.744365229385753,0.9972010895237998,1
0.9231290598879237,0.8902322132529737,0.9949741523789658,1
0.8193912094007615,0.8256373846632865,0.9817952131556643,1
0.7330387673550475,0.4984773169075676,0.9714404578849147,1
0.9797500603520635,0.8856488542726242,0.9991397627885774,1
0.9218844875142225,0.3611625121900839,0.9695864798961855,1
0.3719787327884582,0.16332347421481946,0.9285937458977961,1
0.8973621343015998,0.8709279311793077,0.998558095232076,1
0.7390980481178975,0.7995560900772488,0.9826292928915467,1
0.9290861377697873,0.730209965145054,0.9980413792424588,1
0.8909173102318025,0.3598824790382915,0.9977246859338293,1
0.724407578683388,0.7111845967705334,0.9562524170163764,1
0.4615399739019305,0.19372649264837344,0.972002045624977,1
0.9779171648720115,0.9320605756019604,0.9982086135994411,1
0.9748484550484768,0.9634787299903776,0.999625690379437,1
0.6313415628030807,0.555230310518438,0.9639162490190548,1
0.8359864992083537,0.744365229385753,0.9776138137379375,1
0.5369260812769053,0.8856435594936092,0.9617670749514514,1
0.8276670709744532,0.3611625121900839,0.9979365581022496,1
0.8959505968500012,0.730209965145054,0.9955772728224496,1
0.9269615744974735,0.8207339881837658,0.9988291276715814,1
0.405843324017288,0.19372649264837344,0.9574706188653714,1
0.9583166195143281,0.8856435594936092,0.9905114256023894,1
0.6134298534958519,0.21662101170207593,0.980978541219442,1
0.31891258886548973,0.21662101170207593,0.9589951891405981,1
0.3870293587866622,0.6022640917885768,0.9452658348816577,1
0.8249533437167231,0.21662101170207593,0.9623474038859519,1
0.905090938430942,0.7464899870185111,0.4010090561786476,1
0.8361206042354792,0.6022640917885768,0.9856642387557755,1
0.8678401326101766,0.8709279311793077,0.9964918413867168,1
0.814831786532454,0.9397431028209636,0.999620033333312,1
0.9507977601129017,0.8856435594936092,0.9990354516316481,1
0.9264345870603464,0.8207339881837658,0.99768488733961,1
0.6343829028267993,0.7022179730203211,0.9759265677912463,1
0.9820982508222648,0.9222573023213216,0.9991297153930966,1
0.8104204992537953,0.7995560900772488,0.9800389818566518,1
0.9587778533207094,0.581602988020246,0.9991141804405164,1
0.2531112418394064,0.1453545463009595,0.9385357620040552,1
0.9820982508222648,0.8709279311793077,0.9997574603287498,1
0.6695524968702907,0.730209965145054,0.9803868122187082,1
0.9494033500777312,0.7195383573799755,0.9995792596330313,1
0.5041251364355354,0.24091652500610214,0.9833560781017524,1
0.7981264384234913,0.39352568130752275,0.9964413844494199,1
0.735912614502403,0.19372649264837344,0.9608836370187553,1
0.9745888108789952,0.7995560900772488,0.9964921299952599,1
0.9625129693656332,0.4268572399440481,0.9981232103773393,1
0.936598079993748,0.4268572399440481,0.998381124655802,1
0.7634927669552031,0.5669814729428811,0.9944053511531823,1
0.8972050473502032,0.730209965145054,0.9929497064688511,1
0.9773414386362046,0.8856435594936092,0.9961117365006685,1
0.7346682434096115,0.4608604417183074,0.9962030477453475,1
0.9889605988854344,0.8709279311793077,0.9990175889363339,1
0.8787871732322154,0.8274233659819571,0.9966807835088546,1
0.6769657519039752,0.730209965145054,0.9888252075508821,1
0.6438912762109593,0.7022179730203211,0.9766274913810361,1
0.9481792295475442,0.8391295706515614,0.9993667220807501,1
0.9182139516939333,0.7195383573799755,0.9988071553981821,1
0.8332503158973835,0.4608604417183074,0.9945681210293491,1
0.9695457980741444,0.4608604417183074,0.9996365551886279,1
0.24869578212416024,0.16332347421481946,0.3388821881457753,1
0.49281363014799984,0.8056695189152697,0.9548288810047441,1
0.5348254207237793,0.3070204732040077,0.9417242792136848,1
0.9709082398326229,0.8709279311793077,0.9996855476923829,1
0.4966152320200575,0.3993813380014219,0.9505857112962113,1
0.8449877711014085,0.1453545463009595,0.9871110852947537,1
0.9903004696387628,0.7995560900772488,0.9987451642910845,1
0.9604166485366006,0.9320605756019604,0.9973567254004129,1
0.8361598774387367,0.6804373902139627,0.9798290933808997,1
0.94111585281698,0.8391295706515614,0.9909853506951757,1
0.7644229424473428,0.8207339881837658,0.9635668143482868,1
0.7741026977379698,0.9222573023213216,0.9978203149349987,1
0.8839434983483797,0.4268572399440481,0.9977023235015661,1
0.9670942577588257,0.8056695189152697,0.999804860463826,1
0.49992481357799917,0.1453545463009595,0.944965227448736,1
0.9822377851091286,0.4268572399440481,0.9996812697240309,1
0.8428066033994901,0.3598824790382915,0.9943031216544989,1
0.9248026806242412,0.8856435594936092,0.9998771215653303,1
0.38353811753088146,0.3271208777077943,0.9478807625886575,1
0.9073813324406439,0.39352568130752275,0.9956970371694535,1
0.8698775057773457,0.4268572399440481,0.9914687949739368,1
